,QueryId,EntityId,Score
110,531,53803524,-7.500665664672852
111,531,24528819,-7.874927043914795
112,531,2903806,-7.87620735168457
113,531,33750423,-8.02104377746582
114,531,3268903,-8.07420825958252
115,531,11558238,-8.121341705322266
116,531,11895033,-8.153076171875
117,531,39341984,-8.173694610595703
118,531,67507421,-8.249467849731445
119,531,24683202,-8.274638175964355
120,531,4564150,-8.322966575622559
121,531,6093047,-8.327112197875977
122,531,12476867,-8.367429733276367
123,531,37530114,-8.369309425354004
124,531,59664067,-8.39464282989502
125,531,11952284,-8.471955299377441
126,531,11957889,-8.479153633117676
127,531,16647845,-8.528820991516113
128,531,23229173,-8.548927307128906
129,531,26814445,-8.563491821289062
130,531,25436873,-8.56704044342041
131,531,3782980,-8.576339721679688
132,531,26031039,-8.59334945678711
133,531,26063887,-8.598710060119629
134,531,1373219,-8.614021301269531
135,531,48350965,-8.671558380126953
136,531,37567876,-8.691827774047852
137,531,30748966,-8.699671745300293
138,531,29641779,-8.720107078552246
139,531,27134758,-8.72104549407959
140,531,47276442,-8.72593879699707
141,531,43461665,-8.748794555664062
142,531,19769671,-8.76169204711914
143,531,17274223,-8.780816078186035
144,531,19086354,-8.781452178955078
145,531,35897035,-8.785531997680664
146,531,37216104,-8.800434112548828
147,531,27700382,-8.801173210144043
148,531,19798626,-8.814889907836914
149,531,7985929,-8.819778442382812
150,531,8506932,-8.86260986328125
151,531,1010796,-8.870732307434082
152,531,42695673,-8.87896728515625
153,531,33633066,-8.902180671691895
154,531,23019704,-8.950456619262695
155,531,20624761,-8.952425003051758
156,531,27923824,-8.953271865844727
157,531,40697224,-8.954324722290039
158,531,44386942,-8.974247932434082
159,531,6369086,-8.98135757446289
160,531,30847851,-8.992393493652344
161,531,8414299,-8.996405601501465
162,531,33674932,-9.04835319519043
163,531,25992458,-9.093892097473145
164,531,61150833,-9.100004196166992
165,531,35310002,-9.100165367126465
166,531,40107967,-9.106986045837402
167,531,7246171,-9.13260555267334
168,531,9794873,-9.139898300170898
169,531,22157173,-9.14774227142334
170,531,45466253,-9.162515640258789
171,531,11328591,-9.165128707885742
172,531,4538926,-9.172785758972168
173,531,6729640,-9.185017585754395
174,531,41909880,-9.22603988647461
175,531,7332392,-9.229555130004883
176,531,6058079,-9.23712158203125
177,531,54527836,-9.242539405822754
178,531,5821430,-9.244391441345215
179,531,12189765,-9.258747100830078
180,531,9762560,-9.26191234588623
181,531,30695973,-9.26271915435791
182,531,56521691,-9.26819133758545
183,531,18734761,-9.26879596710205
184,531,41752896,-9.271459579467773
185,531,4703636,-9.274918556213379
186,531,40881144,-9.27796745300293
187,531,33416420,-9.279439926147461
188,531,18719108,-9.280633926391602
189,531,49197749,-9.285138130187988
190,531,204809,-9.285616874694824
191,531,50560637,-9.290993690490723
192,531,65523732,-9.292252540588379
193,531,20985883,-9.300310134887695
194,531,61152426,-9.303656578063965
195,531,2367208,-9.309491157531738
196,531,13863939,-9.321600914001465
197,531,3112996,-9.324965476989746
198,531,70139974,-9.325722694396973
199,531,55679534,-9.343730926513672
200,473,26351240,-0.23867787420749664
201,473,35621790,-4.5767316818237305
202,473,21566359,-7.075097560882568
203,473,673306,-8.201496124267578
204,473,26739564,-8.4111967086792
205,473,2894585,-8.457350730895996
206,473,25382860,-8.531733512878418
207,473,20964509,-8.654468536376953
208,473,5144797,-8.671377182006836
209,473,22220025,-8.689861297607422
210,473,12138219,-8.751527786254883
211,473,2940677,-8.798834800720215
212,473,54964898,-8.947115898132324
213,473,39310721,-9.014803886413574
214,473,7755496,-9.025883674621582
215,473,5386187,-9.143682479858398
216,473,37461346,-9.166853904724121
217,473,277667,-9.180033683776855
218,473,22541174,-9.282267570495605
219,473,15683647,-9.31787109375
220,473,5700240,-9.349560737609863
221,473,59177193,-9.408772468566895
222,473,56103502,-9.421707153320312
223,473,29641779,-9.457137107849121
224,473,13408805,-9.49278450012207
225,473,33416420,-9.493755340576172
226,473,8661155,-9.493786811828613
227,473,2772250,-9.517845153808594
228,473,11558238,-9.612300872802734
229,473,768808,-9.619712829589844
230,473,676660,-9.624795913696289
231,473,12142043,-9.661127090454102
232,473,54088141,-9.664410591125488
233,473,20178765,-9.728584289550781
234,473,1699256,-9.772777557373047
235,473,37957527,-9.809109687805176
236,473,15945871,-9.841415405273438
237,473,6369086,-9.89987850189209
238,473,596701,-9.90838623046875
239,473,49047052,-9.912881851196289
240,473,5197334,-9.928360939025879
241,473,24205709,-9.932292938232422
242,473,20179415,-9.934758186340332
243,473,3828751,-9.952099800109863
244,473,2951463,-9.957864761352539
245,473,29781,-9.988027572631836
246,473,13617056,-9.990135192871094
247,473,40236026,-10.008965492248535
248,473,38813520,-10.014604568481445
249,473,23229173,-10.034873962402344
250,473,24985700,-10.058300971984863
251,473,7281088,-10.079068183898926
252,473,42440301,-10.12354850769043
253,473,532618,-10.126153945922852
254,473,1443093,-10.144495964050293
255,473,26396356,-10.147662162780762
256,473,41442607,-10.15129566192627
257,473,15242615,-10.163187980651855
258,473,40772995,-10.169637680053711
259,473,50121142,-10.174497604370117
260,473,5159254,-10.1787691116333
261,473,27457018,-10.183820724487305
262,473,15886920,-10.194069862365723
263,473,26814445,-10.198019981384277
264,473,29823857,-10.212888717651367
265,473,17356798,-10.214921951293945
266,473,3028191,-10.221441268920898
267,473,37197991,-10.224857330322266
268,473,8640081,-10.224891662597656
269,473,33750423,-10.225014686584473
270,473,3954917,-10.230382919311523
271,473,4498832,-10.242734909057617
272,473,59176893,-10.25629711151123
273,473,62939634,-10.264793395996094
274,473,2155510,-10.270837783813477
275,473,10690553,-10.277202606201172
276,473,14210860,-10.287496566772461
277,473,320506,-10.293122291564941
278,473,43565492,-10.29564380645752
279,473,30724514,-10.296627044677734
280,473,6060093,-10.316933631896973
281,473,21380202,-10.32320785522461
282,473,21620643,-10.333868026733398
283,473,34290959,-10.341161727905273
284,473,27380492,-10.390928268432617
285,473,5710515,-10.393945693969727
286,473,18203744,-10.404119491577148
287,473,9762560,-10.40461540222168
288,473,3365240,-10.405675888061523
289,473,8354866,-10.407955169677734
290,473,3782980,-10.409944534301758
291,473,1802400,-10.411349296569824
292,473,51230086,-10.419849395751953
293,473,62504627,-10.422083854675293
294,473,35897035,-10.424323081970215
295,473,13508300,-10.432324409484863
296,473,3059526,-10.443655014038086
297,473,6562692,-10.450128555297852
298,473,1803595,-10.450549125671387
299,473,12564335,-10.451655387878418
300,659,38273859,-7.299428939819336
301,659,7047441,-7.401623249053955
302,659,13093390,-8.927643775939941
303,659,4771583,-9.071587562561035
304,659,41875786,-9.199142456054688
305,659,1346908,-9.512646675109863
306,659,24983089,-9.556842803955078
307,659,479905,-9.623347282409668
308,659,34790819,-9.627362251281738
309,659,42982087,-9.706218719482422
310,659,19263789,-9.759121894836426
311,659,615418,-9.805082321166992
312,659,14290752,-9.917505264282227
313,659,6503294,-9.94967269897461
314,659,37655164,-10.050074577331543
315,659,3117620,-10.126617431640625
316,659,8485294,-10.1481294631958
317,659,24055607,-10.179178237915039
318,659,962010,-10.188359260559082
319,659,1035959,-10.20084285736084
320,659,31761249,-10.207968711853027
321,659,3222995,-10.208481788635254
322,659,2595249,-10.220645904541016
323,659,3152104,-10.222090721130371
324,659,63313965,-10.232749938964844
325,659,10105635,-10.234026908874512
326,659,1127093,-10.23544692993164
327,659,1830472,-10.265029907226562
328,659,16310797,-10.26780891418457
329,659,42231302,-10.27035140991211
330,659,8828263,-10.272453308105469
331,659,29360653,-10.277843475341797
332,659,37585763,-10.299202919006348
333,659,5592074,-10.32899284362793
334,659,59458714,-10.335606575012207
335,659,5608065,-10.345434188842773
336,659,5001279,-10.350316047668457
337,659,10034470,-10.356345176696777
338,659,2605689,-10.356768608093262
339,659,14166698,-10.375340461730957
340,659,9559119,-10.378556251525879
341,659,12183456,-10.38766098022461
342,659,56084422,-10.392939567565918
343,659,7141343,-10.405975341796875
344,659,7533367,-10.411686897277832
345,659,1591994,-10.418685913085938
346,659,5488755,-10.419160842895508
347,659,16089447,-10.424605369567871
348,659,9977694,-10.425559997558594
349,659,2223589,-10.431607246398926
350,659,21380964,-10.453255653381348
351,659,71309564,-10.454432487487793
352,659,23341740,-10.458175659179688
353,659,33198359,-10.460428237915039
354,659,39681564,-10.460668563842773
355,659,20845951,-10.46592903137207
356,659,62977218,-10.46651840209961
357,659,6645089,-10.466791152954102
358,659,5549799,-10.475857734680176
359,659,9310175,-10.487692832946777
360,659,560837,-10.4903564453125
361,659,232795,-10.490525245666504
362,659,29836920,-10.503069877624512
363,659,8840067,-10.504843711853027
364,659,30311716,-10.50969409942627
365,659,4018828,-10.517963409423828
366,659,5703641,-10.520540237426758
367,659,1922815,-10.524266242980957
368,659,2848260,-10.526845932006836
369,659,5373279,-10.530391693115234
370,659,45683726,-10.536954879760742
371,659,24705139,-10.544790267944336
372,659,28002897,-10.55014419555664
373,659,22620605,-10.551250457763672
374,659,37397171,-10.558018684387207
375,659,4326067,-10.558609962463379
376,659,731868,-10.562080383300781
377,659,8791905,-10.563994407653809
378,659,24239067,-10.57227611541748
379,659,18195027,-10.573519706726074
380,659,5078159,-10.580008506774902
381,659,62584165,-10.58192253112793
382,659,7117484,-10.58280086517334
383,659,37205791,-10.587442398071289
384,659,8648797,-10.592175483703613
385,659,30150089,-10.598546981811523
386,659,103029,-10.598556518554688
387,659,62591445,-10.601014137268066
388,659,18594320,-10.603641510009766
389,659,16987772,-10.605016708374023
390,659,42816846,-10.60786247253418
391,659,41345262,-10.610133171081543
392,659,1844615,-10.61752700805664
393,659,30188791,-10.6200532913208
394,659,22470177,-10.622282981872559
395,659,5451497,-10.626906394958496
396,659,7986246,-10.626953125
397,659,5513513,-10.631667137145996
398,659,28409571,-10.637231826782227
399,659,30479118,-10.639270782470703
400,1095,4306621,-5.939568996429443
401,1095,12347447,-6.4728288650512695
402,1095,37392503,-6.696191310882568
403,1095,1859668,-7.262184143066406
404,1095,17015110,-7.6437835693359375
405,1095,34505135,-8.088727951049805
406,1095,1817130,-8.720946311950684
407,1095,16337176,-8.822646141052246
408,1095,7893550,-9.045857429504395
409,1095,14411725,-9.096808433532715
410,1095,31155997,-9.250819206237793
411,1095,1460332,-9.472865104675293
412,1095,7453250,-9.488127708435059
413,1095,9060099,-9.647035598754883
414,1095,6371409,-9.684090614318848
415,1095,157172,-9.730951309204102
416,1095,4053827,-9.760747909545898
417,1095,359014,-9.797233581542969
418,1095,43415535,-9.80455493927002
419,1095,9162180,-9.882445335388184
420,1095,2624097,-9.883431434631348
421,1095,357715,-9.903233528137207
422,1095,549023,-9.962023735046387
423,1095,7239596,-10.000125885009766
424,1095,2689680,-10.043588638305664
425,1095,12940547,-10.064900398254395
426,1095,7784456,-10.064986228942871
427,1095,486825,-10.07609748840332
428,1095,14076686,-10.078268051147461
429,1095,59529462,-10.092890739440918
430,1095,27932459,-10.100956916809082
431,1095,22069255,-10.103306770324707
432,1095,10546396,-10.107102394104004
433,1095,30222446,-10.115845680236816
434,1095,37314908,-10.135031700134277
435,1095,3137992,-10.147809982299805
436,1095,922861,-10.159642219543457
437,1095,22802944,-10.16021728515625
438,1095,3112223,-10.16528606414795
439,1095,37081893,-10.169268608093262
440,1095,5401984,-10.19148063659668
441,1095,464189,-10.192928314208984
442,1095,14478278,-10.201279640197754
443,1095,151461,-10.206076622009277
444,1095,3472852,-10.216011047363281
445,1095,46695898,-10.221586227416992
446,1095,7617771,-10.235284805297852
447,1095,2499926,-10.23981761932373
448,1095,37081890,-10.256609916687012
449,1095,7453517,-10.297013282775879
450,1095,23081315,-10.309431076049805
451,1095,3879903,-10.311135292053223
452,1095,2714697,-10.320798873901367
453,1095,1801428,-10.324987411499023
454,1095,155303,-10.3269624710083
455,1095,36165356,-10.342561721801758
456,1095,57048003,-10.378188133239746
457,1095,3223514,-10.381370544433594
458,1095,2349209,-10.390226364135742
459,1095,8572276,-10.400690078735352
460,1095,57322967,-10.408166885375977
461,1095,49772024,-10.410762786865234
462,1095,2709646,-10.42586898803711
463,1095,1743074,-10.4303560256958
464,1095,982874,-10.444177627563477
465,1095,10523539,-10.448867797851562
466,1095,7460481,-10.462141036987305
467,1095,12698909,-10.463454246520996
468,1095,3865269,-10.46369743347168
469,1095,28770710,-10.473028182983398
470,1095,10330695,-10.498361587524414
471,1095,30768715,-10.506999015808105
472,1095,1888983,-10.507203102111816
473,1095,50777524,-10.528376579284668
474,1095,1407235,-10.537275314331055
475,1095,18112074,-10.548518180847168
476,1095,3356058,-10.57030963897705
477,1095,5480870,-10.574938774108887
478,1095,2933761,-10.575261116027832
479,1095,9678825,-10.578299522399902
480,1095,23329068,-10.578600883483887
481,1095,23666586,-10.581459045410156
482,1095,9689938,-10.583321571350098
483,1095,34149703,-10.585718154907227
484,1095,11254628,-10.591300964355469
485,1095,1121788,-10.591607093811035
486,1095,18080137,-10.597617149353027
487,1095,5453739,-10.599578857421875
488,1095,1369312,-10.608246803283691
489,1095,8960083,-10.608512878417969
490,1095,27986651,-10.609164237976074
491,1095,19271127,-10.618306159973145
492,1095,36423256,-10.619738578796387
493,1095,4971214,-10.620318412780762
494,1095,4142291,-10.628256797790527
495,1095,5538547,-10.630001068115234
496,1095,23916223,-10.63114070892334
497,1095,35962613,-10.632589340209961
498,1095,893808,-10.634821891784668
499,1095,3036703,-10.635523796081543
500,1038,23743000,-6.865598201751709
501,1038,1765938,-8.432230949401855
502,1038,16958933,-8.8195161819458
503,1038,1853148,-9.191434860229492
504,1038,4727928,-9.28540325164795
505,1038,6594677,-9.35303020477295
506,1038,34314079,-9.477542877197266
507,1038,22906962,-9.482612609863281
508,1038,5474385,-9.527291297912598
509,1038,3730804,-9.536566734313965
510,1038,3546352,-9.548663139343262
511,1038,905188,-9.59058952331543
512,1038,5321895,-9.649394035339355
513,1038,46934903,-9.64964485168457
514,1038,250571,-9.721779823303223
515,1038,17706738,-9.753142356872559
516,1038,28084941,-9.767760276794434
517,1038,26714954,-9.822293281555176
518,1038,21689945,-9.893088340759277
519,1038,2906058,-9.904830932617188
520,1038,8586619,-9.923134803771973
521,1038,6177777,-9.926138877868652
522,1038,16949337,-9.978217124938965
523,1038,1358857,-9.98160171508789
524,1038,1368785,-9.983527183532715
525,1038,27645260,-10.007525444030762
526,1038,22304534,-10.049920082092285
527,1038,18062757,-10.083996772766113
528,1038,39724443,-10.110624313354492
529,1038,35919258,-10.175725936889648
530,1038,42084567,-10.192242622375488
531,1038,6666692,-10.214513778686523
532,1038,1730420,-10.255971908569336
533,1038,38321727,-10.273731231689453
534,1038,5979008,-10.311371803283691
535,1038,39771038,-10.321718215942383
536,1038,5686822,-10.323478698730469
537,1038,1138104,-10.357712745666504
538,1038,4714316,-10.36169147491455
539,1038,39506264,-10.381580352783203
540,1038,63437305,-10.386890411376953
541,1038,56643777,-10.39303207397461
542,1038,34287962,-10.396818161010742
543,1038,21186638,-10.416766166687012
544,1038,1039322,-10.422318458557129
545,1038,35815373,-10.430500984191895
546,1038,1968060,-10.43078899383545
547,1038,50769858,-10.43083667755127
548,1038,51523054,-10.43641185760498
549,1038,6266691,-10.459165573120117
550,1038,44936873,-10.459665298461914
551,1038,26126499,-10.46239185333252
552,1038,24158862,-10.463248252868652
553,1038,11137864,-10.469106674194336
554,1038,4040311,-10.485833168029785
555,1038,1925631,-10.487602233886719
556,1038,25948781,-10.4922513961792
557,1038,5070829,-10.498739242553711
558,1038,262465,-10.521099090576172
559,1038,8343962,-10.548601150512695
560,1038,3317085,-10.549964904785156
561,1038,25848887,-10.560405731201172
562,1038,34626219,-10.575942039489746
563,1038,2139989,-10.576302528381348
564,1038,15463100,-10.57884693145752
565,1038,30188604,-10.586018562316895
566,1038,31953707,-10.588346481323242
567,1038,2938431,-10.588733673095703
568,1038,19030013,-10.5928373336792
569,1038,33982909,-10.602824211120605
570,1038,11188887,-10.612264633178711
571,1038,25177919,-10.615776062011719
572,1038,5964302,-10.61754035949707
573,1038,54146511,-10.618097305297852
574,1038,6079196,-10.618732452392578
575,1038,27784762,-10.622594833374023
576,1038,1163257,-10.623242378234863
577,1038,26541,-10.638136863708496
578,1038,7585416,-10.638426780700684
579,1038,2294047,-10.641064643859863
580,1038,48625680,-10.646319389343262
581,1038,31091773,-10.646385192871094
582,1038,2119835,-10.652295112609863
583,1038,38484413,-10.66811466217041
584,1038,36237685,-10.671981811523438
585,1038,2962736,-10.67558765411377
586,1038,39703108,-10.679054260253906
587,1038,37964907,-10.683085441589355
588,1038,246355,-10.688663482666016
589,1038,2608958,-10.698649406433105
590,1038,22478859,-10.70154857635498
591,1038,26713091,-10.705595016479492
592,1038,6109201,-10.705612182617188
593,1038,6003924,-10.70873737335205
594,1038,718302,-10.711512565612793
595,1038,40874737,-10.720353126525879
596,1038,6007686,-10.72338581085205
597,1038,31510651,-10.727511405944824
598,1038,5787607,-10.729429244995117
599,1038,19865922,-10.73364543914795
600,279,10651946,-0.014973979443311691
601,279,14198055,-0.016787918284535408
602,279,38207597,-0.01764809340238571
603,279,1443387,-0.039692703634500504
604,279,65922156,-0.0707135796546936
605,279,4384761,-3.047025442123413
606,279,24519830,-4.35982084274292
607,279,23803661,-4.495045185089111
608,279,4518378,-5.137790679931641
609,279,41944986,-5.332404136657715
610,279,62351142,-5.349023818969727
611,279,57301738,-5.544498443603516
612,279,29049575,-5.597977161407471
613,279,41966851,-5.603160381317139
614,279,24121382,-5.684382438659668
615,279,30244564,-5.782477378845215
616,279,12800710,-5.828075885772705
617,279,34971600,-5.880952835083008
618,279,4009823,-6.010280132293701
619,279,25016724,-6.127892017364502
620,279,4206673,-6.1346025466918945
621,279,44209447,-6.24606990814209
622,279,24709790,-6.300576686859131
623,279,32607311,-6.303799152374268
624,279,4451206,-6.4366044998168945
625,279,5085368,-6.448535919189453
626,279,155997,-6.4930548667907715
627,279,3815680,-6.5190958976745605
628,279,3140828,-6.565182685852051
629,279,26640945,-6.677709579467773
630,279,51317265,-6.837891101837158
631,279,5789454,-6.956582069396973
632,279,3158499,-7.148980140686035
633,279,26736753,-7.157008647918701
634,279,8554522,-7.183704853057861
635,279,5953329,-7.193824768066406
636,279,10479762,-7.232870578765869
637,279,38273987,-7.260836601257324
638,279,4576677,-7.304104804992676
639,279,2932827,-7.329648017883301
640,279,39424050,-7.4333696365356445
641,279,11843126,-7.4341888427734375
642,279,42982087,-7.43708610534668
643,279,14137744,-7.453847408294678
644,279,1235054,-7.463110446929932
645,279,686066,-7.465149402618408
646,279,3007634,-7.470941066741943
647,279,3654163,-7.5053582191467285
648,279,31207174,-7.526679039001465
649,279,48937611,-7.551135063171387
650,279,18855425,-7.56928825378418
651,279,2120933,-7.583198070526123
652,279,2367298,-7.66524076461792
653,279,25757180,-7.705313205718994
654,279,4767414,-7.723699569702148
655,279,2773473,-7.779941558837891
656,279,695700,-7.797905445098877
657,279,54408163,-7.830453872680664
658,279,33537539,-7.863454341888428
659,279,20765561,-7.915750503540039
660,279,1871096,-7.9349589347839355
661,279,24816980,-7.9418559074401855
662,279,13070578,-7.9507155418396
663,279,37030897,-7.961302757263184
664,279,6057074,-7.964784145355225
665,279,32359885,-7.9961090087890625
666,279,1681132,-8.025307655334473
667,279,1318335,-8.069916725158691
668,279,26085256,-8.096729278564453
669,279,2525251,-8.10539722442627
670,279,1308068,-8.13260555267334
671,279,818234,-8.141178131103516
672,279,19915657,-8.199701309204102
673,279,61538593,-8.200519561767578
674,279,2082449,-8.225845336914062
675,279,297111,-8.251896858215332
676,279,24436451,-8.305588722229004
677,279,691308,-8.309439659118652
678,279,47242936,-8.330819129943848
679,279,2194799,-8.360589027404785
680,279,8867686,-8.362605094909668
681,279,27116963,-8.390907287597656
682,279,8370509,-8.393683433532715
683,279,3648503,-8.399155616760254
684,279,171623,-8.429495811462402
685,279,8023541,-8.438894271850586
686,279,4512744,-8.463659286499023
687,279,5564502,-8.47934341430664
688,279,1337353,-8.482518196105957
689,279,70029335,-8.488389015197754
690,279,2100486,-8.491909980773926
691,279,5286956,-8.492791175842285
692,279,25513462,-8.500739097595215
693,279,312228,-8.512834548950195
694,279,6478040,-8.569632530212402
695,279,26342736,-8.588221549987793
696,279,35196086,-8.594084739685059
697,279,39424226,-8.621100425720215
698,279,16731473,-8.659658432006836
699,279,32467498,-8.681955337524414
700,890,27947388,-3.5041773319244385
701,890,28745079,-5.963301658630371
702,890,12272453,-6.086345672607422
703,890,25746110,-8.559338569641113
704,890,57773734,-8.971308708190918
705,890,5501279,-9.043563842773438
706,890,15743241,-9.116000175476074
707,890,3030423,-9.172834396362305
708,890,28145596,-9.332383155822754
709,890,32999741,-9.385257720947266
710,890,407293,-9.412878036499023
711,890,29391146,-9.457195281982422
712,890,16198836,-9.465065002441406
713,890,374748,-9.528141975402832
714,890,47213367,-9.61677360534668
715,890,24414639,-9.67698860168457
716,890,24481324,-9.69798469543457
717,890,40136860,-9.713704109191895
718,890,31942786,-9.75474739074707
719,890,145621,-9.908946990966797
720,890,43794411,-9.941123962402344
721,890,37030897,-9.95299243927002
722,890,7893193,-9.971169471740723
723,890,12620199,-9.982223510742188
724,890,24483194,-10.050837516784668
725,890,4539015,-10.103657722473145
726,890,28670248,-10.163238525390625
727,890,26990325,-10.170675277709961
728,890,57444957,-10.192636489868164
729,890,14822047,-10.216421127319336
730,890,7495301,-10.2495698928833
731,890,14400225,-10.256840705871582
732,890,25080093,-10.259482383728027
733,890,11954401,-10.279720306396484
734,890,24008210,-10.288426399230957
735,890,57403320,-10.309865951538086
736,890,8691806,-10.311306953430176
737,890,2405186,-10.347867965698242
738,890,42982087,-10.361523628234863
739,890,48475143,-10.361878395080566
740,890,34200027,-10.365909576416016
741,890,39424041,-10.374661445617676
742,890,2335691,-10.378944396972656
743,890,44535071,-10.385391235351562
744,890,187100,-10.39513111114502
745,890,24301781,-10.395719528198242
746,890,1365409,-10.409700393676758
747,890,76034,-10.412903785705566
748,890,39375229,-10.447154998779297
749,890,48030411,-10.452271461486816
750,890,17273328,-10.466280937194824
751,890,43780193,-10.468550682067871
752,890,43723151,-10.475183486938477
753,890,29690988,-10.478033065795898
754,890,35277263,-10.480486869812012
755,890,2318141,-10.484241485595703
756,890,25079637,-10.492606163024902
757,890,40546684,-10.494466781616211
758,890,11525423,-10.495482444763184
759,890,36289089,-10.510510444641113
760,890,27701043,-10.512084007263184
761,890,38969845,-10.515474319458008
762,890,9391669,-10.520830154418945
763,890,31806250,-10.522603988647461
764,890,14067965,-10.523386001586914
765,890,37031769,-10.526721954345703
766,890,47333988,-10.529190063476562
767,890,5068537,-10.537050247192383
768,890,9077932,-10.546927452087402
769,890,37030864,-10.551739692687988
770,890,9091892,-10.566271781921387
771,890,10294906,-10.570545196533203
772,890,29164086,-10.584136962890625
773,890,11174624,-10.586400032043457
774,890,21186638,-10.587479591369629
775,890,41701951,-10.595721244812012
776,890,29115374,-10.599638938903809
777,890,26292933,-10.5999755859375
778,890,27500572,-10.601359367370605
779,890,3956816,-10.603330612182617
780,890,46443928,-10.60584831237793
781,890,41709183,-10.615907669067383
782,890,15557818,-10.618136405944824
783,890,55332457,-10.6218900680542
784,890,23844677,-10.62932014465332
785,890,35800169,-10.631242752075195
786,890,4781857,-10.639069557189941
787,890,2037993,-10.640057563781738
788,890,1748912,-10.640607833862305
789,890,31425064,-10.64254093170166
790,890,26271238,-10.642712593078613
791,890,42792481,-10.652969360351562
792,890,2294830,-10.653786659240723
793,890,60000056,-10.658482551574707
794,890,48443874,-10.666285514831543
795,890,29172522,-10.677408218383789
796,890,22732414,-10.680137634277344
797,890,2255810,-10.682273864746094
798,890,1693894,-10.687309265136719
799,890,22225898,-10.696807861328125
800,403,6858830,-5.199080467224121
801,403,28014469,-5.362977027893066
802,403,5541172,-5.875065326690674
803,403,29603709,-6.067609786987305
804,403,67783247,-6.230501174926758
805,403,27884321,-6.276089668273926
806,403,19348599,-6.304468631744385
807,403,10386609,-6.449543476104736
808,403,20868663,-6.643177032470703
809,403,13481880,-6.894470691680908
810,403,60578577,-7.073720455169678
